AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2014,10850,Facatativá,28867,86.97,86.78,62.23,83.54,78.36,45.56,94.51,81.9,98.22,102.3,75.39,23.25,7.14,2.84,0.74,1.68,4.46,3.26,97.16,99.26,98.32,95.54,96.7,0.01,0.0,0.0,0.0,0.04,1.35,0.59,1.01,2.04,0.89
2014,7740,Sabaneta,7746,121.47,121.39,106.17,120.37,113.91,66.01,132.08,131.58,136.84,146.65,99.82,29.99,100.0,1.58,0.5,1.3,2.12,1.38,98.36,99.5,98.7,97.88,98.19,0.06,0.0,0.0,0.0,0.43,4.59,0.25,2.88,7.93,2.23
2014,7692,Apartado,47133,63.95,63.95,42.86,65.92,50.65,21.07,75.1,64.24,84.28,78.25,51.34,34.04,47.37,3.07,2.47,2.33,4.41,3.01,96.01,97.53,96.96,94.3,95.42,0.91,0.0,0.71,1.29,1.57,4.12,0.4,4.16,5.38,2.5
2014,7609,Rionegro,24377,86.46,86.27,59.83,79.46,81.37,51.42,99.0,75.01,91.04,114.8,98.99,30.05,72.5,1.68,1.96,1.02,2.29,1.86,95.36,97.87,96.86,93.01,96.16,2.96,0.17,2.13,4.7,1.98,1.26,0.43,0.64,2.32,0.58
2014,4911,Santa Marta,119233,87.88,87.6,56.97,83.22,73.99,40.82,101.21,95.69,109.52,104.62,76.24,21.06,20.34,2.76,3.66,2.68,2.77,2.49,97.07,96.32,97.22,97.08,96.96,0.17,0.02,0.1,0.15,0.55,1.19,0.95,0.86,1.82,0.49
2014,4910,Cartagena,213740,96.81,96.62,68.79,94.11,83.09,47.67,106.61,105.31,114.0,109.92,83.19,24.15,92.9,2.66,3.34,2.51,2.68,2.75,91.77,96.44,93.4,88.83,91.24,5.57,0.22,4.09,8.49,6.02,1.92,0.85,1.83,2.58,1.01
2014,4909,Barranquilla,244634,90.2,90.07,56.02,84.18,81.23,49.89,97.64,86.22,101.9,103.04,81.9,22.91,74.76,2.88,0.27,2.94,3.46,2.55,97.12,99.73,97.06,96.54,97.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,4841,Yopal,32765,108.95,108.9,78.05,107.04,90.77,52.36,124.55,110.35,129.37,130.39,107.38,27.49,58.62,2.5,1.84,2.36,2.92,2.2,93.2,97.91,94.64,89.71,94.85,4.3,0.26,2.99,7.37,2.95,1.96,0.38,1.15,3.48,1.71
2014,4815,Jamundí,23801,85.38,85.36,49.09,81.47,72.67,38.27,114.86,75.72,109.24,138.53,100.78,29.26,29.41,3.62,2.51,3.28,4.52,2.88,93.32,97.49,93.58,92.03,93.69,3.07,0.0,3.13,3.45,3.43,0.83,0.09,0.58,1.52,0.15
2014,4700,Piedecuesta,29443,95.87,95.8,64.42,96.28,84.48,49.9,107.77,97.38,116.1,110.94,87.34,25.64,40.51,1.63,1.82,1.04,2.13,2.14,98.14,98.18,98.79,97.54,97.56,0.23,0.0,0.16,0.32,0.31,2.26,0.12,1.35,3.88,1.9
2014,4546,Ipiales,30487,78.23,78.19,45.1,77.17,64.27,37.32,88.51,81.24,95.61,91.17,68.62,25.33,71.6,4.13,0.51,2.96,6.14,5.48,95.86,99.49,97.04,93.86,94.48,0.0,0.0,0.0,0.0,0.04,1.59,0.36,1.1,2.6,1.4
2014,4460,Uribia,48227,58.56,58.56,38.37,60.49,13.72,3.71,70.72,83.1,120.31,29.53,13.31,19.39,73.33,3.56,3.21,3.75,3.36,1.23,96.44,96.79,96.25,96.64,98.77,0.0,0.0,0.0,0.0,0.0,7.48,6.91,8.64,3.25,0.49
2014,4449,Riohacha,68133,70.53,70.48,42.77,66.29,47.47,23.45,83.81,80.43,103.69,71.68,48.11,23.19,20.33,4.87,3.0,4.53,6.47,4.09,93.51,96.5,94.55,90.36,93.05,1.61,0.5,0.92,3.17,2.86,2.9,1.27,2.9,3.87,1.38
2014,4436,Pitalito,30573,99.03,99.01,63.44,99.93,84.79,42.04,118.34,92.7,125.86,130.69,88.13,29.67,13.46,3.62,3.59,1.98,5.62,4.75,95.89,96.41,98.01,93.35,93.99,0.48,0.0,0.01,1.03,1.26,2.43,0.05,2.35,3.35,1.26
2014,4382,Quibdó,33993,97.93,97.88,67.11,95.19,76.78,34.54,114.41,100.43,127.45,112.1,90.96,22.06,19.05,2.29,1.0,1.91,3.32,1.85,91.41,98.89,92.91,86.82,92.65,6.31,0.11,5.17,9.86,5.5,0.03,0.0,0.02,0.06,0.0
2014,3960,Malambo,27536,82.52,82.31,59.18,81.11,64.47,34.08,90.39,95.36,105.77,84.4,60.13,18.65,100.0,4.19,0.62,3.76,5.5,5.22,95.78,99.38,96.24,94.5,94.48,0.03,0.0,0.0,0.0,0.3,1.42,1.07,1.75,1.37,0.44
2014,3832,Vichada (ETC),21331,74.52,74.51,34.5,74.82,36.18,14.2,84.1,83.6,118.12,62.09,36.36,17.86,49.46,5.09,3.0,3.95,8.63,5.48,88.75,94.06,88.65,86.89,89.51,6.16,2.94,7.4,4.47,5.01,1.31,0.33,1.33,1.67,1.04
2014,3831,Vaupés (ETC),12699,62.82,62.82,20.97,62.37,34.17,11.1,74.25,41.77,99.52,65.62,41.31,15.28,12.61,7.86,3.18,5.99,11.83,12.07,90.0,96.82,92.42,85.48,81.57,2.14,0.0,1.59,2.68,6.36,5.11,2.12,5.95,4.8,1.31
2014,3830,Guaviare (ETC),31344,56.23,56.23,26.53,54.26,43.26,20.72,67.66,51.86,74.98,71.57,48.53,29.54,15.02,2.57,2.35,2.34,3.16,2.07,97.17,96.23,97.59,96.57,97.62,0.26,1.42,0.07,0.27,0.3,1.5,1.21,1.13,2.4,0.73
2014,3829,Guainía (ETC),11916,73.67,73.67,57.3,71.08,34.22,8.03,90.09,115.92,116.34,76.82,40.08,26.42,30.77,4.88,4.59,3.8,7.24,5.33,81.94,84.72,84.86,73.67,86.27,13.17,10.69,11.34,19.09,8.4,1.75,2.47,1.77,1.46,1.43
2014,3828,Amazonas (ETC),22167,82.13,82.11,43.91,84.93,57.69,23.09,95.65,89.5,114.05,89.12,63.26,20.29,16.51,3.04,2.97,1.95,4.67,4.35,96.93,97.03,98.02,95.28,95.65,0.03,0.0,0.03,0.05,0.0,6.3,2.77,6.83,7.25,3.17
2014,3827,"Archipiélago de San Andrés, Providencia y Santa Catalina (ETC)",15395,68.17,68.13,54.44,68.17,61.25,38.52,73.86,76.59,76.07,78.89,57.48,26.04,96.0,1.22,2.11,0.94,1.25,1.55,98.74,97.89,99.06,98.75,98.17,0.03,0.0,0.0,0.0,0.27,3.9,0.74,2.31,7.03,2.74
2014,3826,Putumayo (ETC),92368,77.72,77.71,36.98,76.41,63.22,28.53,90.13,75.09,98.89,95.06,65.79,28.41,18.04,4.33,4.1,3.4,5.76,4.23,94.59,95.9,95.96,92.48,93.92,1.08,0.0,0.64,1.76,1.85,1.03,0.25,1.0,1.33,0.73
2014,3825,Casanare (ETC),54134,99.82,99.81,65.42,99.14,80.97,42.47,112.57,95.36,127.7,113.67,81.02,24.67,17.7,2.14,1.97,1.92,2.47,2.2,92.68,97.74,94.5,88.56,93.4,5.19,0.29,3.58,8.97,4.4,1.89,0.22,1.68,2.86,1.04
2014,3767,Bolívar (ETC),247042,78.18,78.15,50.07,76.58,59.87,28.98,89.69,101.22,101.41,86.26,60.75,18.13,35.23,4.45,1.06,4.45,5.85,3.54,95.51,98.93,95.53,94.14,96.11,0.04,0.0,0.01,0.0,0.35,2.29,1.88,2.43,2.61,0.93
2014,3824,Arauca (ETC),74948,71.55,71.51,43.19,70.83,54.71,27.6,81.48,76.66,93.11,79.12,56.24,20.42,21.23,5.59,1.65,5.0,7.39,6.76,94.4,98.35,95.0,92.61,93.13,0.01,0.0,0.0,0.0,0.11,3.83,1.87,3.06,5.9,3.09
2014,3823,Tuluá,38955,94.83,94.75,58.02,92.52,83.78,49.29,109.37,84.28,113.0,120.46,91.79,26.59,68.38,2.66,3.16,2.35,3.2,1.97,97.23,96.84,97.65,96.8,97.26,0.1,0.0,0.0,0.0,0.77,0.97,0.35,0.62,1.53,0.84
2014,3822,Palmira,52883,97.56,97.45,66.67,95.69,82.42,43.73,112.72,95.78,122.15,120.88,84.47,26.25,93.04,2.15,1.66,1.74,2.85,1.91,89.33,98.18,92.09,83.15,91.81,8.52,0.16,6.17,13.99,6.28,1.87,0.38,1.73,2.64,0.93
2014,3821,Cartago,24168,88.36,88.32,53.46,84.78,78.04,42.69,101.45,78.69,103.28,113.82,83.91,31.58,,0.97,0.76,0.62,1.44,1.05,88.64,97.65,92.67,80.56,92.08,10.38,1.59,6.71,18.0,6.87,6.53,0.91,5.74,9.74,3.06
2014,3820,Guadalajara de Buga,19809,107.61,107.59,54.98,100.5,91.59,55.7,125.79,102.18,127.11,138.42,109.9,24.42,7.58,1.99,1.82,1.59,2.69,1.51,90.3,97.49,92.9,85.43,91.31,7.71,0.69,5.52,11.88,7.19,1.36,0.43,0.9,2.26,0.87
2014,3819,Buenaventura,94134,82.64,82.37,52.63,83.81,51.37,20.05,98.56,124.4,120.31,85.73,57.02,11.41,21.53,1.31,1.6,1.24,1.41,1.03,98.58,98.39,98.65,98.42,98.94,0.11,0.01,0.11,0.17,0.03,0.43,0.07,0.55,0.42,0.28
2014,3818,Cali,442870,80.25,80.01,50.27,77.85,68.36,40.22,90.37,80.82,95.64,94.92,74.02,23.19,100.0,2.39,2.08,2.05,3.01,2.08,95.27,97.65,96.24,93.33,95.85,2.34,0.27,1.72,3.66,2.07,1.59,0.49,1.25,2.33,1.17
2014,3817,Valle del Cauca (ETC),184005,91.49,91.41,57.85,89.56,77.22,40.06,105.73,85.3,114.07,114.05,80.07,26.32,16.59,2.09,2.42,1.6,2.67,2.14,97.79,97.58,98.39,97.31,96.96,0.11,0.0,0.01,0.02,0.9,1.61,0.49,1.37,2.37,0.93
2014,3816,Ibagué,115524,85.95,85.81,53.27,81.58,75.29,45.61,96.53,86.41,99.92,102.98,80.56,26.03,47.95,2.48,2.8,2.27,2.82,2.01,89.88,96.87,92.46,85.24,90.75,7.65,0.33,5.27,11.94,7.24,0.43,0.07,0.35,0.58,0.45
2014,3815,Tolima (ETC),198185,86.61,86.58,50.21,85.59,71.25,37.65,96.2,83.88,108.48,96.35,70.74,26.53,33.02,4.97,2.85,5.04,5.49,4.55,90.52,96.9,91.16,87.72,91.85,4.51,0.25,3.81,6.79,3.6,0.77,0.41,0.83,0.91,0.33
2014,3814,Sincelejo,60755,97.27,97.11,74.5,96.0,82.32,46.6,111.63,103.14,114.05,119.91,93.58,27.2,95.83,4.61,1.57,4.76,5.22,4.1,83.95,98.26,85.47,78.76,85.33,11.44,0.17,9.78,16.03,10.57,0.93,0.11,0.9,1.21,0.68
2014,3813,Sucre (ETC),140343,96.71,96.69,66.73,95.99,72.62,36.83,114.0,142.74,128.57,105.92,79.42,22.59,54.77,6.26,2.29,6.22,8.07,5.24,85.47,96.97,85.61,80.59,87.16,8.27,0.74,8.17,11.34,7.6,0.56,0.54,0.57,0.57,0.47
2014,3812,Girón,36123,73.56,73.46,52.75,75.44,62.83,32.02,84.18,88.5,93.9,86.77,54.94,23.23,90.32,2.24,3.37,1.82,2.56,2.22,97.72,96.63,98.18,97.44,97.41,0.04,0.0,0.0,0.0,0.37,2.95,0.36,2.67,4.29,1.67
2014,3811,Floridablanca,48624,86.76,86.47,58.46,88.17,77.43,44.64,94.99,85.08,102.55,98.4,76.14,24.68,6.56,1.88,2.69,1.47,2.26,1.78,91.96,96.94,94.45,87.63,93.48,6.15,0.37,4.08,10.1,4.74,2.06,0.37,1.07,3.59,1.83
2014,3810,Barrancabermeja,39566,118.17,118.06,73.88,119.29,100.62,49.54,134.29,134.87,148.21,136.96,96.63,27.09,7.48,4.88,3.63,4.22,6.22,4.16,92.02,93.24,94.17,89.32,90.69,3.11,3.13,1.61,4.47,5.15,7.06,4.16,4.49,11.92,4.11
2014,3809,Bucaramanga,96859,99.31,99.13,64.87,97.65,86.33,57.61,110.83,105.37,119.22,110.58,95.18,27.35,74.4,2.13,2.54,1.77,2.62,1.8,97.78,97.46,98.22,97.33,97.73,0.09,0.0,0.01,0.06,0.47,2.14,0.79,1.81,3.2,1.18
2014,3808,Santander (ETC),162612,90.37,90.35,48.3,89.49,79.3,43.33,103.93,85.92,110.72,112.54,79.99,26.2,17.18,3.07,1.89,2.75,3.75,3.14,95.1,98.0,96.28,93.17,94.15,1.83,0.12,0.98,3.07,2.71,1.57,0.52,1.05,2.68,1.07
2014,3807,Dosquebradas,38104,83.6,83.52,53.5,85.68,74.12,37.77,92.55,80.87,102.43,97.34,66.34,28.58,90.54,3.01,2.82,2.9,3.39,2.35,93.13,96.43,94.74,90.51,92.54,3.86,0.75,2.36,6.1,5.11,1.44,0.59,0.73,2.73,0.78
2014,3806,Pereira,85450,96.41,96.1,57.18,89.53,85.11,47.06,116.37,88.66,113.24,132.48,105.53,25.41,97.78,4.61,5.38,4.03,5.55,3.4,90.16,93.8,91.63,87.07,92.31,5.23,0.83,4.35,7.38,4.29,0.66,0.33,0.76,0.72,0.31
2014,3805,Risaralda (ETC),62200,79.69,79.68,43.07,75.94,65.91,34.58,92.62,74.34,100.29,99.21,69.47,25.67,39.41,2.75,2.86,1.85,4.04,2.61,97.1,97.14,98.15,95.96,96.04,0.14,0.0,0.0,0.0,1.34,1.6,0.37,1.29,2.44,1.13
2014,3804,Armenia,55638,84.67,84.63,42.42,78.02,80.9,48.61,98.43,71.5,93.24,114.15,93.04,29.39,100.0,3.37,3.46,2.31,4.6,3.04,92.63,96.35,95.5,89.33,91.67,4.0,0.19,2.19,6.07,5.29,1.41,0.34,1.0,2.26,0.68
2014,3803,Quindio (ETC),54721,83.19,83.17,46.11,75.91,75.97,40.45,96.73,70.73,97.36,111.12,79.87,29.79,14.13,3.98,4.43,3.45,4.79,3.18,93.39,95.54,94.85,90.65,95.35,2.63,0.03,1.71,4.56,1.47,1.06,0.07,0.79,1.67,0.68
2014,3802,Cúcuta,143932,92.78,92.7,65.71,93.73,77.51,44.42,102.95,106.9,112.35,102.34,81.26,28.61,62.84,3.27,4.64,3.03,3.46,2.66,96.52,95.35,96.83,96.32,96.69,0.21,0.01,0.13,0.22,0.65,2.88,1.7,2.44,4.13,1.69
2014,3801,Norte de Santander (ETC),170034,82.48,82.45,51.48,86.24,60.6,30.44,95.23,86.43,113.69,90.82,63.98,27.29,10.04,3.33,2.74,3.6,3.35,2.26,95.7,97.11,95.87,94.88,96.27,0.96,0.15,0.52,1.77,1.47,1.31,0.31,0.87,2.29,1.42
2014,3800,San Andres de Tumaco,54123,86.33,86.33,43.38,84.78,56.15,18.79,108.46,88.4,125.65,111.15,65.3,27.21,17.19,4.46,0.5,4.53,5.63,3.52,95.53,99.5,95.47,94.37,96.37,0.01,0.0,0.0,0.0,0.12,1.23,0.39,1.62,0.98,0.35
2014,3799,Pasto,84815,84.45,84.4,58.34,81.75,73.51,45.89,96.37,85.04,97.53,102.75,86.32,27.69,63.33,0.98,0.9,0.7,1.35,0.93,98.67,99.1,99.21,98.01,98.5,0.35,0.0,0.09,0.64,0.57,2.39,0.48,1.56,4.19,1.12
2014,3798,Nariño (ETC),228215,68.78,68.78,33.83,67.85,49.35,25.11,83.22,61.68,98.75,76.31,69.3,18.25,35.76,2.97,0.4,2.53,4.3,2.74,96.95,99.6,97.44,95.65,96.83,0.08,0.0,0.04,0.05,0.43,1.95,0.87,1.81,2.61,1.32
2014,3797,Villavicencio,102582,97.69,97.63,61.87,96.07,83.4,48.43,108.52,95.22,115.1,113.82,88.14,26.46,42.57,2.48,2.87,2.24,2.87,1.98,93.98,96.85,95.65,90.97,94.49,3.54,0.28,2.11,6.16,3.53,1.61,0.24,1.21,2.52,1.17
2014,3796,Meta (ETC),112645,92.1,92.07,58.18,90.84,74.19,36.51,104.47,86.04,122.26,103.54,68.1,30.32,17.83,3.49,3.67,3.09,4.26,2.76,96.0,96.31,96.4,95.04,96.94,0.52,0.01,0.51,0.7,0.3,1.94,0.14,1.69,3.02,1.01
2014,3795,Ciénaga,27233,89.78,89.2,52.42,81.49,72.45,35.56,99.78,114.17,107.34,103.76,66.09,18.76,10.0,1.17,0.49,0.83,1.7,1.23,98.67,99.51,99.17,98.3,97.29,0.17,0.0,0.0,0.0,1.48,2.12,2.78,1.28,3.26,0.95
2014,3794,Magdalena (ETC),184923,92.02,91.84,61.78,84.47,63.23,29.06,114.31,149.89,140.17,95.0,65.48,18.83,25.03,3.28,1.38,3.32,3.96,3.39,95.23,98.07,95.5,93.56,95.28,1.49,0.55,1.17,2.47,1.33,1.71,1.59,1.78,1.95,0.65
2014,3793,Maicao,42277,97.04,97.01,59.84,87.93,67.23,32.98,117.95,119.49,137.0,108.09,78.36,28.02,28.03,4.12,1.68,4.58,4.41,3.28,95.88,98.32,95.42,95.59,96.72,0.0,0.0,0.0,0.0,0.0,1.33,0.73,1.46,1.45,0.8
2014,3792,La Guajira (ETC),92821,76.54,76.49,49.47,73.91,49.03,21.21,88.68,107.5,112.48,73.79,42.94,20.18,61.49,4.83,1.78,4.24,7.3,4.93,95.17,98.22,95.76,92.7,95.07,0.0,0.0,0.0,0.0,0.0,3.25,3.39,3.5,3.27,1.07
2014,3791,Neiva,69581,98.94,98.78,72.48,94.69,84.8,48.34,111.75,103.57,113.69,121.03,92.93,25.33,8.98,2.61,1.99,2.47,3.07,2.15,97.3,98.01,97.5,96.92,97.3,0.08,0.0,0.03,0.01,0.56,1.93,0.12,1.6,2.86,1.36
2014,3790,Huila (ETC),170305,82.1,82.09,53.44,84.81,69.95,34.95,90.97,71.84,101.44,94.96,66.18,27.68,27.45,3.57,2.05,2.38,5.5,4.11,96.34,97.95,97.61,94.46,95.16,0.09,0.0,0.01,0.04,0.73,1.64,0.17,1.63,2.18,0.92
2014,3789,Chocó (ETC),111306,76.03,76.03,49.68,80.26,38.97,13.44,96.46,86.62,124.27,81.18,56.9,17.44,18.81,3.99,3.61,3.66,5.15,3.24,90.28,96.15,90.22,87.37,93.58,5.74,0.25,6.12,7.48,3.18,0.13,0.0,0.08,0.29,0.17
2014,3788,Soacha,112258,86.12,86.03,59.94,82.64,78.89,46.54,92.68,77.62,94.8,102.22,76.03,25.17,95.0,3.83,4.04,3.12,4.82,3.22,96.17,95.96,96.88,95.18,96.78,0.0,0.0,0.0,0.0,0.0,1.48,0.5,0.77,2.53,1.2
2014,3787,Girardot,19330,88.41,88.34,43.76,80.77,81.84,51.09,97.95,81.32,95.51,107.81,92.42,24.6,2.94,7.47,2.52,6.0,9.72,8.26,90.87,97.48,93.84,86.84,89.54,1.66,0.0,0.16,3.44,2.19,1.26,0.72,1.49,1.35,0.52
2014,3786,Fusagasugá,24972,96.1,96.04,51.42,88.0,87.26,58.79,108.06,92.28,105.69,118.55,99.45,24.4,86.44,2.83,3.42,2.12,3.48,2.94,97.12,96.58,97.85,96.52,96.79,0.05,0.0,0.04,0.0,0.27,0.74,0.14,0.5,1.3,0.22
2014,3785,Cundinamarca (ETC),319066,89.24,89.03,59.06,84.37,79.94,46.11,100.28,91.71,101.77,109.33,82.89,16.73,16.99,2.0,2.06,1.45,2.64,2.02,97.88,97.94,98.55,97.3,97.14,0.12,0.0,0.0,0.06,0.84,2.38,0.38,1.91,3.71,1.5
2014,3784,Sahagún,20323,103.53,103.52,68.46,101.53,88.09,50.7,127.6,103.8,121.14,151.56,108.02,22.65,72.97,3.31,0.7,4.37,2.89,2.21,96.69,99.3,95.63,97.11,97.75,0.0,0.0,0.0,0.0,0.04,2.74,0.29,2.78,3.72,1.45
2014,3783,Lorica,27998,89.69,89.64,47.73,83.24,79.9,46.12,112.18,87.68,102.31,136.45,101.89,15.5,57.97,5.51,0.68,4.74,7.22,6.16,94.49,99.32,95.26,92.78,93.84,0.0,0.0,0.0,0.0,0.0,3.01,0.58,2.97,4.23,1.1
2014,3782,Montería,98215,98.97,98.87,60.29,96.19,82.63,43.25,116.49,103.89,122.46,122.39,96.1,25.6,17.97,2.79,3.29,2.13,3.51,3.06,95.55,96.44,96.93,93.87,94.02,1.66,0.28,0.94,2.61,2.92,4.43,4.31,4.35,5.07,2.78
2014,3781,Córdoba (ETC),262087,90.66,90.63,52.6,88.82,70.53,32.38,106.89,103.65,118.25,108.11,76.23,22.23,46.77,1.44,1.38,1.12,1.79,2.03,98.54,98.62,98.88,98.21,97.78,0.02,0.0,0.0,0.01,0.18,1.88,1.38,1.99,2.09,1.11
2014,3780,Valledupar,108730,87.66,87.44,53.74,84.08,73.58,41.03,96.38,91.33,104.89,98.21,74.07,28.12,26.79,6.51,7.07,5.97,7.1,6.37,93.42,92.93,94.03,92.9,92.99,0.08,0.0,0.0,0.0,0.64,1.42,0.94,1.24,1.92,0.8
2014,3779,Cesar (ETC),152763,102.44,102.33,63.47,100.56,75.35,34.02,121.6,129.72,143.52,113.37,76.75,28.8,31.2,4.22,5.44,3.78,4.92,2.87,92.61,93.63,93.88,89.96,93.43,3.17,0.93,2.34,5.12,3.7,1.53,0.96,1.42,2.05,0.95
2014,3758,Antioquia (ETC),586947,87.99,87.94,59.24,89.13,68.71,33.98,99.48,80.55,114.87,100.76,67.98,30.57,58.01,2.68,2.4,2.26,3.55,2.23,96.3,97.54,96.9,95.05,96.32,1.02,0.06,0.84,1.4,1.44,1.87,0.19,1.77,2.69,1.09
2014,3778,Popayán,50467,102.16,102.08,56.46,100.41,86.77,48.44,119.62,94.68,122.51,128.17,107.59,24.11,70.87,3.43,2.97,2.43,4.61,3.93,96.44,97.03,97.41,95.34,95.76,0.13,0.0,0.16,0.05,0.32,2.81,0.81,2.54,3.67,2.45
2013,3805,Risaralda (ETC),62813,81.92,81.91,50.99,78.38,65.47,34.56,96.33,83.48,107.97,99.26,68.1,34.14,6.09,5.04,4.61,3.2,7.97,4.46,94.15,95.18,96.26,91.17,93.2,0.81,0.21,0.54,0.86,2.34,1.55,0.21,1.57,2.09,0.78
2013,3766,"Bogotá, D.C. (ETC)",1466854,84.5,84.07,61.24,79.32,79.72,52.67,91.42,78.94,89.84,99.41,85.53,28.08,99.86,3.68,0.59,3.1,4.82,3.74,96.32,99.4,96.9,95.18,96.26,0.0,0.01,0.0,0.0,0.0,6.89,0.91,4.88,10.78,5.54
2013,3765,Soledad,133865,69.78,69.49,46.77,69.52,57.89,31.57,74.74,75.5,86.47,71.89,50.48,27.69,0.0,4.42,3.37,5.39,4.37,1.22,93.45,95.53,92.71,92.92,96.73,2.13,1.1,1.9,2.71,2.04,2.17,1.35,2.43,2.55,0.79
2013,3764,Atlántico (ETC),114762,94.28,93.86,56.5,88.36,78.25,46.33,107.69,100.63,118.69,106.77,84.96,48.02,85.99,1.7,1.95,1.86,1.5,1.49,95.7,96.81,95.76,95.11,96.4,2.6,1.24,2.38,3.39,2.12,1.94,2.4,2.01,2.08,0.98
2013,3763,Turbo,42364,92.09,92.09,74.39,100.61,63.83,26.65,107.09,130.29,131.51,94.28,60.65,29.57,85.28,3.63,2.86,3.11,4.94,3.35,95.37,97.14,95.89,93.58,96.18,1.0,0.0,1.0,1.49,0.47,1.02,0.02,1.53,0.65,0.36
2013,3762,Itagüí,51637,73.45,73.2,53.04,70.2,66.4,44.18,83.11,71.7,81.2,92.01,75.65,55.46,100.0,2.67,2.16,1.64,3.95,2.79,92.05,97.8,95.25,87.4,91.31,5.28,0.04,3.11,8.65,5.9,0.64,0.0,0.47,1.01,0.52
2013,3761,Envigado,39608,72.81,71.88,46.9,63.27,68.94,51.12,80.63,64.92,71.03,91.79,87.35,41.28,100.0,1.51,1.31,0.81,2.08,1.91,98.48,98.69,99.19,97.92,98.05,0.01,0.0,0.0,0.0,0.04,0.9,0.0,0.7,1.26,0.81
2013,3760,Bello,91823,80.63,80.57,55.91,78.53,68.87,39.86,93.14,76.62,95.85,102.65,76.44,57.71,100.0,2.77,2.46,2.13,3.73,2.7,97.23,97.54,97.87,96.27,97.29,0.0,0.0,0.0,0.0,0.01,2.69,1.21,2.52,3.7,1.34
2013,3759,Medellín,377955,106.86,106.63,85.69,104.46,92.72,57.04,122.93,105.2,122.48,133.66,111.44,55.58,100.0,3.39,2.54,2.69,4.63,2.89,90.51,97.35,92.97,85.62,91.48,6.1,0.11,4.34,9.74,5.62,1.41,0.09,1.01,2.26,1.17
2013,3758,Antioquia (ETC),590211,89.22,89.17,61.67,90.65,69.02,34.18,102.17,84.4,119.76,101.78,68.31,54.76,64.42,3.84,3.36,3.27,5.03,3.28,91.15,96.47,91.99,88.68,90.66,5.01,0.17,4.74,6.29,6.06,1.7,0.19,1.59,2.44,1.19
2013,3768,Magangué,30260,96.19,96.06,57.61,94.73,72.09,33.31,116.19,124.2,136.34,108.0,77.28,37.38,59.76,2.2,4.01,1.66,2.68,1.52,95.9,95.16,97.04,94.72,94.38,1.9,0.84,1.31,2.6,4.09,3.86,1.52,4.5,4.39,1.11
2013,3769,Boyacá (ETC),202457,81.15,81.13,64.71,77.81,71.25,44.15,91.76,79.14,90.15,98.14,88.91,39.48,21.96,2.68,2.39,1.96,3.58,2.77,91.9,97.4,94.28,87.73,92.26,5.42,0.21,3.76,8.69,4.97,1.12,0.16,1.04,1.48,0.92
2013,3770,Tunja,40160,86.36,86.23,67.1,84.07,75.63,51.07,97.02,96.85,95.66,100.62,92.99,40.72,0.0,1.96,2.35,1.1,2.88,1.81,98.03,97.65,98.9,97.12,98.14,0.01,0.0,0.0,0.0,0.05,4.72,1.45,2.01,8.57,3.64
2013,3771,Duitama,25234,95.34,95.29,75.0,91.23,85.42,63.86,105.83,93.99,102.91,110.34,108.85,42.34,35.29,1.35,1.59,1.01,1.55,1.63,97.38,97.8,98.02,96.74,97.12,1.28,0.62,0.97,1.71,1.25,1.71,0.28,1.36,2.25,1.84
2013,3772,Sogamoso,24461,105.11,105.0,67.66,99.21,94.56,62.44,122.86,101.44,118.14,133.6,122.14,39.21,93.1,2.29,2.08,1.77,2.89,2.34,95.79,97.07,97.43,93.83,95.58,1.92,0.85,0.8,3.28,2.08,2.43,1.31,2.41,3.06,1.28
2013,3773,Caldas (ETC),129051,80.64,80.62,52.09,76.29,68.08,39.32,93.5,72.63,99.59,98.67,78.39,40.93,26.24,4.67,5.0,3.96,5.93,3.7,85.93,94.5,87.76,80.82,87.86,9.4,0.5,8.28,13.24,8.44,0.99,0.27,1.08,1.13,0.71
2013,3774,Manizales,67931,86.25,86.19,64.48,82.02,75.61,53.91,97.61,82.51,97.18,104.48,91.67,39.13,97.84,2.91,2.56,1.94,4.31,2.42,94.34,97.41,96.3,91.43,94.55,2.75,0.03,1.77,4.27,3.04,3.71,0.42,2.74,5.9,2.57
